iter	Logloss
122	0.3905844242
123	0.3905410604
124	0.3904511915
125	0.3903482605
126	0.3902854838
127	0.3902429843
128	0.3902130407
129	0.3901706019
130	0.3900923456
131	0.3900495125
132	0.3899320936
133	0.3898687035
134	0.3897936519
135	0.3896978282
136	0.3896101001
137	0.3895579599
138	0.3894987677
139	0.3894418411
140	0.3894106861
141	0.3893787935
142	0.3892981154
143	0.3892048609
144	0.3891265269
145	0.3890357715
146	0.3889499557
147	0.3888730654
148	0.3887971061
149	0.3887776963
150	0.388721145
151	0.3886801986
152	0.3886540559
153	0.388566063
154	0.3884939891
155	0.3884489874
156	0.3884384393
157	0.388332367
158	0.3882922035
159	0.388256942
160	0.3881635378
161	0.3881297407
162	0.3880617767
163	0.3880263957
164	0.3879540472
165	0.3878757975
166	0.3878617803
167	0.3878130435
168	0.387743469
169	0.3876572775
170	0.3875619626
171	0.387494745
172	0.3874474835
173	0.3873525227
174	0.3872863592
175	0.3872433009
176	0.3871819221
177	0.3871414987
178	0.3870834167
179	0.3870812942
180	0.3870150968
181	0.386959297
182	0.3868817421
183	0.3867942192
184	0.3867407805
185	0.3867052628
186	0.386631273
187	0.3865698411
188	0.3864999459
189	0.386435042
190	0.3863849324
191	0.3863112501
192	0.3862473408
193	0.3862284042
194	0.3861921326
195	0.3861292208
196	0.3860783147
197	0.3860163235
198	0.385979577
199	0.3859414356
200	0.3858810675
201	0.3858272403
202	0.3858258608
203	0.3857938407
204	0.3857438436
205	0.3856819562
206	0.3856322799
207	0.3855638935
208	0.3854709304
209	0.3854114702
210	0.3853767911
211	0.3852988669
212	0.3852148056
213	0.3851343943
214	0.3850714572
215	0.3850229162
216	0.3849539141
217	0.3848965474
218	0.3848948024
219	0.3848207999
220	0.3847860793
221	0.3847591397
222	0.3847078683
223	0.3846538511
224	0.384577096
225	0.3845520269
226	0.3844872769
227	0.3844412501
228	0.3843877551
229	0.3843584927
230	0.3843375163
231	0.3842817998
232	0.3842767929
233	0.3842380062
234	0.3841882471
235	0.3841211847
236	0.3840477455
237	0.3840283502
238	0.3840228016
239	0.3839578169
240	0.3838873734
241	0.383809343
242	0.3837635921
243	0.3837622732
244	0.3837297133
245	0.3836779046
246	0.3836666657
247	0.3836141597
248	0.3835809796
249	0.3835678744
250	0.3835083794
251	0.3834366323
252	0.3833841085
253	0.3833765146
254	0.3833376899
255	0.38332575
256	0.3832993479
257	0.3832303007
258	0.3832152936
259	0.3831793839
260	0.3831158374
261	0.3830628009
262	0.3830227746
263	0.3829724065
264	0.3829488405
265	0.3829208745
266	0.3828810755
267	0.3828735528
268	0.3828164432
269	0.3827657123
270	0.3827456392
271	0.3827414013
272	0.3827159958
273	0.3826859413
274	0.3826133175
275	0.382602508
276	0.3825571362
277	0.3825310976
278	0.3824528246
279	0.3824038761
280	0.3823806755
281	0.3822952986
282	0.3822266936
283	0.3821953549
284	0.3821391422
285	0.38211798
286	0.3821033575
287	0.3820994588
288	0.3820770807
289	0.3820602314
290	0.3820167232
291	0.3819967453
292	0.3819448404
293	0.3819256366
294	0.3819174879
295	0.3818912743
296	0.3818585409
297	0.381808787
298	0.3817676635
299	0.3817081203
300	0.3816793347
301	0.3816637823
302	0.3816353547
303	0.3816129131
304	0.3816109451
305	0.3816106064
306	0.3815871646
307	0.3815860821
308	0.3815728407
309	0.3815370478
310	0.3814881952
311	0.3814597054
312	0.3814134338
313	0.3813737321
314	0.3812883539
315	0.3812494753
316	0.3812123685
317	0.3811970678
318	0.3811661685
319	0.3811574524
320	0.381088964
321	0.3810473582
322	0.3810355796
323	0.3809890329
324	0.380979253
325	0.3809098883
326	0.3808665386
327	0.3808064046
328	0.3807546919
329	0.3806811173
330	0.3806115321
331	0.3805460337
332	0.3804987571
333	0.380488147
334	0.3804381831
335	0.3803969908
336	0.3803892235
337	0.3803548828
338	0.3803327987
339	0.3802828601
340	0.3802544307
341	0.3801986138
342	0.380185245
343	0.3801843427
344	0.3801445233
345	0.3800861854
346	0.380043915
347	0.3799863527
348	0.3799833367
349	0.3799702356
350	0.3799037597
351	0.3798790104
352	0.3798227394
353	0.3797712501
354	0.3797592173
355	0.3797351101
356	0.3796952013
357	0.3796487421
358	0.3796174535
359	0.37959255
360	0.3795840645
361	0.3795693125
362	0.3795280305
363	0.3794768122
364	0.3794477088
365	0.3793866892
366	0.3793288566
367	0.3792944988
368	0.3792903676
369	0.3792532455
370	0.3792130862
371	0.379165603
372	0.3791368268
373	0.3791359692
374	0.3791274375
375	0.3790947583
376	0.3790354579
377	0.3789907258
378	0.3789489945
379	0.3788996169
380	0.3788857581
381	0.3788842464
382	0.3788602319
383	0.3788507554
384	0.3788225852
385	0.3788219418
386	0.3787889778
387	0.3787405089
388	0.3786691969
389	0.37865488
390	0.3786408772
391	0.3785896303
392	0.3785652611
393	0.3785641671
394	0.3785174586
395	0.3784937898
396	0.3784566034
397	0.3784560745
398	0.378424566
399	0.3783761475
400	0.37836746
401	0.378304958
402	0.3782966305
403	0.378267328
404	0.378207366
405	0.3781586554
406	0.3781273635
407	0.3781238013
408	0.37808863
409	0.3780838193
410	0.3780237563
411	0.3779900155
412	0.3779520225
413	0.3779231323
414	0.3778615601
415	0.3778032104
416	0.3777804648
417	0.3777295448
418	0.3777236481
419	0.3777081575
420	0.377669644
421	0.3776108048
422	0.3776053781
423	0.3775541823
424	0.3774981306
425	0.3774659167
426	0.377464933
427	0.3774281904
428	0.3774147865
429	0.377365103
430	0.377335813
431	0.3772892408
432	0.3772554496
433	0.3772047937
434	0.3771549045
435	0.3771360317
436	0.3770890237
437	0.3770792176
438	0.377072819
439	0.3770517981
440	0.3770448737
441	0.3770436828
442	0.3770150518
443	0.3769722315
444	0.3769273485
445	0.3768839121
446	0.376850263
447	0.3767903838
448	0.3767232333
449	0.376679878
450	0.3766601767
451	0.3766070786
452	0.3765690634
453	0.3765267728
454	0.3765013686
455	0.3764713058
456	0.3764626199
457	0.3764254737
458	0.3763887864
459	0.3763597472
460	0.3763425161
461	0.3763422816
462	0.3762724359
463	0.3762622847
464	0.3762202644
465	0.3762048315
466	0.3761671242
467	0.3761570326
468	0.3761065341
469	0.3760998512
470	0.3760972214
471	0.3760354516
472	0.3759891971
473	0.3759827236
474	0.3759329321
475	0.3759117412
476	0.3758646664
477	0.3758136923
478	0.3757512578
479	0.3757398722
480	0.3757032267
481	0.3756550609
482	0.3756049643
483	0.375569845
484	0.3755588304
485	0.3754932331
486	0.3754885903
487	0.375430029
488	0.3754022879
489	0.3753987267
490	0.3753801054
491	0.375359292
492	0.3753084276
493	0.3752868661
494	0.3752733933
495	0.3752669668
496	0.3752331988
497	0.3752158988
498	0.3751936117
499	0.3751849059
500	0.3751732935
501	0.3751296568
502	0.3750792196
503	0.3750590131
504	0.3750583322
505	0.3750370673
506	0.3750254605
507	0.3750129924
508	0.3750119453
509	0.3750041381
510	0.3749736608
511	0.3749537953
512	0.3749435416
513	0.3749180529
514	0.3748702797
515	0.3748609625
516	0.3748431364
517	0.3747849288
518	0.3747645797
519	0.3747058078
520	0.374659498
521	0.3746041271
522	0.3745647077
523	0.3745351312
524	0.3744919576
525	0.3744764442
526	0.3744649948
527	0.3744303576
528	0.3743937843
529	0.3743662438
530	0.3743442502
531	0.3742929344
532	0.3742745788
533	0.3742585076
534	0.3742386743
535	0.3742267834
536	0.3741962991
537	0.3741527751
538	0.3741114488
539	0.3740889155
540	0.3740343383
541	0.3739911072
542	0.3739795491
543	0.3739662005
544	0.3739281944
545	0.3739096688
546	0.373870168
547	0.3738385573
548	0.3738076026
549	0.3737722764
550	0.3737706787
551	0.3737564364
552	0.3737530213
553	0.373751408
554	0.3737382834
555	0.3737182076
556	0.3736959402
557	0.3736841194
558	0.3736580908
559	0.3736191003
560	0.3736125005
561	0.373561081
562	0.3734998118
563	0.3734686223
564	0.3734229684
565	0.3733741099
566	0.3733709058
567	0.3733419912
568	0.3733188202
569	0.373303824
570	0.3732916119
571	0.3732799915
572	0.3732628832
573	0.3732515435
574	0.3731964611
575	0.3731700922
576	0.3731282445
577	0.3730789649
578	0.3730623996
579	0.3730415083
580	0.3730267201
581	0.3730103865
582	0.3730101141
583	0.3729868774
584	0.3729622995
585	0.3729573848
586	0.3729405851
587	0.3729191413
588	0.3729046347
589	0.3728884911
590	0.3728853839
591	0.3728828302
592	0.3728690985
593	0.3728520029
594	0.3728424966
595	0.3728081904
596	0.3727977281
597	0.372791836
598	0.3727824011
599	0.3727726496
600	0.3727553934
601	0.3727478133
602	0.372747156
603	0.3727033769
604	0.3726904616
605	0.3726727581
606	0.3726304715
607	0.3726021423
608	0.3726012527
609	0.3725937704
610	0.3725835587
611	0.3725435819
612	0.3724937499
613	0.3724583995
614	0.3724360519
615	0.3724133771
616	0.3724086102
617	0.3723954416
618	0.3723849992
619	0.3723341016
620	0.3723340981
621	0.3723307199
622	0.3723301369
623	0.3722986404
624	0.3722503509
625	0.3722172209
626	0.3721826879
627	0.3721818424
628	0.372135985
629	0.3721236634
630	0.3721068562
631	0.3721038709
632	0.3720732814
633	0.3720452431
634	0.372001971
635	0.3719984777
636	0.3719492022
637	0.3719484353
638	0.371919416
639	0.37188322
640	0.3718578074
641	0.3718542302
642	0.3718536391
643	0.3718296053
644	0.3718141147
645	0.3717852609
646	0.3717644478
647	0.3717581462
648	0.3717565075
649	0.3717087595
650	0.3716693189
651	0.3716491293
652	0.3716328724
653	0.3716223405
654	0.3715766937
655	0.3715448625
656	0.3715436191
657	0.3715294282
658	0.3715119012
659	0.3714719594
660	0.3714490111
661	0.3714416156
662	0.3714111607
663	0.3713749439
664	0.371373789
665	0.3713615883
666	0.3713496281
667	0.3713398246
668	0.3712888
669	0.371271069
670	0.3712684807
671	0.3712259008
672	0.3712209165
673	0.3711575704
674	0.3711256101
675	0.3711035573
676	0.3711013445
677	0.3710556111
678	0.3710376561
679	0.3710301899
680	0.3710065427
681	0.3709875405
682	0.3709411026
683	0.3708879699
684	0.3708761546
685	0.3708526653
686	0.3708307981
687	0.3708011542
688	0.3707950434
689	0.3707723458
690	0.3707585015
691	0.3707094279
692	0.3706954992
693	0.3706753643
694	0.3706740666
695	0.3706710662
696	0.3706499187
697	0.3706226134
698	0.370619792
699	0.3706103405
700	0.3705880195
701	0.3705614331
702	0.3705388948
703	0.3705294186
704	0.3705234834
705	0.370494775
706	0.3704729076
707	0.3704400108
708	0.3704075731
709	0.3704070996
710	0.3703923846
711	0.3703845804
712	0.3703446802
713	0.3702965232
714	0.3702599117
715	0.3702285935
716	0.3702205388
717	0.3702160585
718	0.3701842935
719	0.3701754454
720	0.3701636803
721	0.3701302474
722	0.3701172141
723	0.3700807242
724	0.3700585109
725	0.3700496733
726	0.3700327236
727	0.3700021711
728	0.3699601522
729	0.3699477741
730	0.3699324995
731	0.369921074
732	0.3698874608
733	0.3698741009
734	0.369862556
735	0.3698620659
736	0.3698095282
737	0.3697606286
738	0.3697493903
739	0.3697078027
740	0.3696551681
741	0.3696358487
742	0.3696291535
743	0.3696097323
744	0.3696096129
745	0.3696044655
746	0.3695731714
747	0.3695597116
748	0.3695526785
749	0.3695435438
750	0.3695297324
751	0.3695023966
752	0.3694803637
753	0.3694725157
754	0.3694333528
755	0.3693797138
756	0.3693460286
757	0.3693349563
758	0.3692980052
759	0.3692913228
760	0.3692581944
761	0.3692383292
762	0.36922241
763	0.3692204599
764	0.3692074245
765	0.3692015559
766	0.3691831521
767	0.3691788262
768	0.3691729127
769	0.3691705821
770	0.3691381314
771	0.3691241792
772	0.3691080257
773	0.3690870103
774	0.369082005
775	0.3690554838
776	0.3690295001
777	0.3690261435
778	0.368977581
779	0.3689573387
780	0.3689405395
781	0.368932573
782	0.3689040186
783	0.3688826675
784	0.3688721033
785	0.3688410605
786	0.3688093088
787	0.3688093087
788	0.3687865436
789	0.3687563845
790	0.3687289559
791	0.3687270781
792	0.3686931196
793	0.3686626505
794	0.3686134616
795	0.3686093713
796	0.3685727252
797	0.3685612207
798	0.3685236284
799	0.3684776215
800	0.3684316071
801	0.3684145681
802	0.3684102928
803	0.3684078079
804	0.3684054311
805	0.3683780319
806	0.3683611692
807	0.3683252044
808	0.3682540954
809	0.3682476335
810	0.3682319768
811	0.3682091203
812	0.3681760709
813	0.3681470508
814	0.3681180358
815	0.3681138252
816	0.3680756776
817	0.3680415297
818	0.3679956295
819	0.3679688353
820	0.3679687144
821	0.3679114952
822	0.367898919
823	0.3678893984
824	0.3678617493
825	0.3678287577
826	0.3678082957
827	0.3678078061
828	0.3677935944
829	0.3677769881
830	0.3677606654
831	0.3677563835
832	0.3677468342
833	0.3677205021
834	0.3677069295
835	0.3677041749
836	0.3676703167
837	0.3676008805
838	0.3675983528
839	0.3675924152
840	0.3675710921
841	0.3675332957
842	0.3675233621
843	0.3674995145
844	0.3674671662
845	0.3674548345
846	0.3674319495
847	0.3674181261
848	0.3674123874
849	0.3673807387
850	0.3673486176
851	0.3673345884
852	0.3673090764
853	0.3673013029
854	0.3672855351
855	0.3672712108
856	0.367244627
857	0.3672412
858	0.3672264109
859	0.3671876815
860	0.367179061
861	0.3671648082
862	0.3671192356
863	0.3670863758
864	0.3670848872
865	0.367072373
866	0.367061322
867	0.3670538088
868	0.3670206584
869	0.3669790847
870	0.3669383028
871	0.3669024507
872	0.3668425879
873	0.3668089751
874	0.3667422954
875	0.3667016758
876	0.366662514
877	0.3666377248
878	0.3666114931
879	0.3665785451
880	0.3665747803
881	0.366559745
882	0.3665568744
883	0.3665564434
884	0.3665363517
885	0.3665174808
886	0.3665036869
887	0.3664760808
888	0.3664585623
889	0.3664496912
890	0.3664070022
891	0.36636993
892	0.3663357738
893	0.3663185505
894	0.3662809427
895	0.3662806889
896	0.366263388
897	0.3662427007
898	0.3662278787
899	0.3662134912
900	0.3662130313
901	0.3661931885
902	0.3661909776
903	0.3661823383
904	0.3661782528
905	0.3661591124
906	0.3661192967
907	0.3661048528
908	0.3660863861
909	0.366078458
910	0.366046387
911	0.366000686
912	0.365993849
913	0.3659877961
914	0.3659747219
915	0.3659615571
916	0.3659571304
917	0.3659563412
918	0.3659355877
919	0.3659220029
920	0.3658968253
921	0.3658631426
922	0.3658264142
923	0.3658224794
924	0.3658051831
925	0.3657798239
926	0.3657731481
927	0.3657533225
928	0.3657410426
929	0.3657247218
930	0.3656959963
931	0.3656854226
932	0.3656853752
933	0.3656769685
934	0.3656579904
935	0.3656574918
936	0.3656320989
937	0.3655861767
938	0.3655806841
939	0.3655623724
940	0.3655575021
941	0.3655235625
942	0.365517231
943	0.3654732867
944	0.3654369274
945	0.365429057
946	0.3654154849
947	0.3653907215
948	0.3653814159
949	0.3653799797
950	0.3653540136
951	0.3653472966
952	0.3652953753
953	0.3652935853
954	0.3652765001
955	0.3652575267
956	0.3652488117
957	0.365238144
958	0.3652324055
959	0.3652287915
960	0.3652146009
961	0.3651852026
962	0.3651602122
963	0.3651498379
964	0.3651394789
965	0.3651294027
966	0.3650779835
967	0.3650219224
968	0.3650110653
969	0.3649957101
970	0.3649696566
971	0.3649333954
972	0.3648763265
973	0.3648617755
974	0.364850196
975	0.3648202116
976	0.364798296
977	0.3647577839
978	0.3647281708
979	0.3647077613
980	0.36470642
981	0.364666286
982	0.364638466
983	0.364588327
984	0.3645777044
985	0.3645633025
986	0.364561351
987	0.364539067
988	0.3645092125
989	0.3645052872
990	0.3644984416
991	0.3644700462
992	0.3644242632
993	0.3644114305
994	0.3644016532
995	0.3643606967
996	0.3643606902
997	0.3643321075
998	0.3643229027
999	0.3642954548
